censor,closure_time,start_year,Business type,Rate type (STD),type,sq(ft),is_downtown_association,zone,zone_type,is_home_occ,ft to downtown
1,7147,2006,Auto Mechanic/Detailer/Services,General Service,Service,106851.71203752069,False,C,Commercial,False,11484.186140598971
0,1415,2022,Rental- Residential,Residential Rental,Rental,1476.7705558856303,False,R-3,Residential,False,5355.0764424460585
0,1591,2021,Rental- Residential,Residential Rental,Rental,104171.17343592273,False,R-2,Residential,False,8075.297408258672
1,9480,2000,Retail,Downtown Association,Downtown Association,12104.813733428864,True,C,Commercial,False,0.0
0,1961,2020,Home Occupation,General Service,Service,5318.404393631564,False,R-1,Residential,True,8061.658882744981
1,9733,1999,Contractor- General,Contractor,Service,7984.255549659613,False,R-2,Residential,False,2072.195060701841
0,2043,2020,Dental,Professional Service,Service,6217.89885065528,False,R-1,Residential,False,8172.968212127204
1,7492,2005,Auto Mechanic/Detailer/Services,General Service,Service,29752.42388112717,False,C,Commercial,False,6001.603775852851
0,1647,2021,Rental- Residential,Residential Rental,Rental,3150.254559610881,False,R-2,Residential,False,9462.344586687866
1,1445,2022,Home Occupation,Professional Service,Service,6660.986954309878,False,R-2,Residential,True,3363.7602813156063
1,6231,2009,Home Occupation,General Service,Service,6753.565013949273,False,R-2,Residential,True,581.4223141063424
1,11677,1994,Home Occupation,General Service,Service,14310.7820691564,False,R-1,Residential,True,10451.159646176437
0,5637,2010,Professional,Professional Service,Service,89873.10916943774,False,M,Manufacturing,False,11805.03077486831
1,5614,2010,Rental- Residential,Residential Rental,Rental,333912.2376080268,False,R-3,Residential,False,6682.277287846864
0,613,2024,Consultant,Professional Service,Service,25614.63317779357,False,O,Office,False,10182.892120260978
0,6547,2008,Contractor- Specialty,Contractor,Service,1294.1950698772484,False,C,Commercial,False,773.7914858414272
0,64,2026,Professional,General Service,Service,5532.136691483377,False,O,Office,False,0.0
1,14005,1987,Hotels and Motels,General Service,Service,48538.84632981118,False,PF,Public,False,0.0
0,5646,2010,Miscellaneous Business,General Service,Service,270551.3536319089,False,C,Commercial,False,14117.525820969582
1,9668,1999,Home Occupation,General Retailer,Retail,6433.230989156448,False,R-1,Residential,True,13875.500184068567
1,6612,2008,Home Occupation,General Retailer,Retail,6939.9520484668765,False,R-1,Residential,True,6705.613394463349
1,5628,2010,Rental- Residential,Residential Rental,Rental,25034.437356001697,False,R-3,Residential,False,7247.154364885538
0,12406,1992,Rental- Residential,Residential Rental,Rental,6038.691184141295,False,R-1,Residential,False,8369.499932347411
1,5628,2010,Rental- Residential,Residential Rental,Rental,282663.4622377588,False,R-2,Residential,False,11723.054286484785
1,6115,2009,Massage,Massage Therapist,Service,45515.40066449669,False,C,Commercial,False,8304.28781745438
1,7597,2005,Apparel/Accessories,Downtown Association,Downtown Association,36099.68329911458,True,C,Commercial,False,0.0
1,7282,2006,"Computers, Sales & Service",General Service,Service,8873.813147965167,False,R-1,Residential,False,9866.295559780116
0,1695,2021,Rental- Residential,Residential Rental,Rental,8761.388632886465,False,R-3,Residential,False,3191.9486345828955
1,3917,2015,Rental- Residential,Residential Rental,Rental,8761.388632886465,False,R-3,Residential,False,3191.9486345828955
0,64,2026,Home Occupation,Professional Service,Service,3678.6198785892975,False,R-2,Residential,True,14190.174166896337
1,4265,2014,Auto Mechanic/Detailer/Services,General Retailer,Retail,18725.8624454852,False,C,Commercial,False,8791.761969003273
1,3367,2016,Software Development,General Service,Service,52276.015984575344,False,C,Commercial,False,6412.698144733273
1,8341,2003,Medical Services,Professional Service,Service,26048.61578759927,False,O,Office,False,1292.7415584892042
0,3998,2015,Home Occupation,Professional Service,Service,8997.533253554555,False,R-1,Residential,True,4107.712168849407
0,9527,2000,Home Occupation,General Service,Service,1040694.0422821196,False,R-2,Residential,True,10557.168410703522
0,2621,2019,Retail,General Retailer,Retail,8907.433390238957,False,C,Commercial,False,2152.6594277012846
0,7346,2006,Engineer,Contractor,Service,6195.2053808079945,False,O,Office,False,16.259951709004184
0,9198,2000,Home Occupation,General Service,Service,13327.727110573793,False,R-1,Residential,True,9785.078414947977
0,13444,1989,Contractor- Specialty,Contractor,Service,39785.09015125404,False,M,Manufacturing,False,6288.897089170726
1,6876,2007,"Computers, Sales & Service",Professional Service,Service,5093.579465693577,False,O,Office,False,300.44641287180383
1,4048,2015,Miscellaneous Business,Downtown Association,Downtown Association,3009.805519327836,True,C,Commercial,False,0.0
1,2836,2018,Medical Services,Professional Service,Service,6313.197924165832,False,O,Office,False,23.629513560498285
0,9621,1999,Auto Mechanic/Detailer/Services,General Service,Service,15922.600892607334,False,M,Manufacturing,False,9066.001582103134
0,8017,2004,Retail,General Retailer,Retail,29752.42388112717,False,C,Commercial,False,5995.438353141516
0,2380,2019,Home Occupation,General Service,Service,6012.898902069389,False,R-2,Residential,True,7777.970537732675
1,6636,2008,Health Spa/Fitness,General Service,Service,7114.890323680366,False,C,Commercial,False,950.7307343737344
0,13686,1988,Rental- Residential,Residential Rental,Rental,7243.075575717662,False,R-2,Residential,False,2236.0106985572693
0,6224,2009,Home Occupation,General Service,Service,6000.514203004403,False,O,Office,True,7946.614996533088
1,9212,2000,Rental- Commercial,Commercial Rental Property,Rental,98558.526567752,False,M,Manufacturing,False,8686.44642663586
1,2913,2018,Business/ Services/ Professions,Downtown Association,Downtown Association,16361.353500242987,True,C,Commercial,False,0.0
0,1278,2022,Education/School,General Service,Service,324017.0808689996,False,R-2,Residential,False,5307.372375484735
1,9885,1999,Education/School,Downtown Association,Downtown Association,37187.77312983599,True,C,Commercial,False,0.0
1,4827,2012,Finance Company,General Service,Service,36284.1011744882,False,O,Office,False,192.79494714003096
0,15954,1982,Recreation-Instruction/Training,General Service,Service,12361.142726930088,False,M,Manufacturing,False,8369.547280949171
0,8793,2002,Home Occupation,General Retailer,Retail,7482.05064200322,False,R-2,Residential,True,1617.89987374514
0,1452,2022,Business/ Services/ Professions,General Service,Service,7710.784769007381,False,C,Commercial,False,9336.709948647866
0,6626,2008,Architect,Professional Service,Service,80475.7869741603,False,C,Commercial,False,12702.07855382758
1,4209,2014,Contractor- Specialty,Contractor,Service,268830.70841695205,False,M,Manufacturing,False,11691.14531441699
1,9748,1999,Home Occupation,Professional Service,Service,7512.160072778744,False,R-1,Residential,True,10330.70586834392
1,3711,2016,Home Occupation,General Service,Service,4014.810708197276,False,R-1,Residential,True,12600.168421559933
0,6048,2009,Personal Services,General Service,Service,11294.938505353844,False,O,Office,False,0.0
1,5628,2010,Manufacturing,General Manufacturer,Other,27954.578102842886,False,M,Manufacturing,False,9008.1715028066
0,2332,2019,Home Occupation,General Service,Service,5947.50692075319,False,R-1,Residential,True,8354.11886399241
1,1252,2022,Home Occupation,General Retailer,Retail,151572.04924893263,False,R-4,Residential,True,2652.686346103527
1,3664,2016,Home Occupation,General Service,Service,282663.4622377588,False,R-2,Residential,True,11723.054286484785
0,3284,2017,Medical Services,Professional Service,Service,52241.25186367986,False,O,Office,False,7080.311324189817
1,6262,2009,Professional,Professional Service,Service,8586.34132811917,False,O,Office,False,1903.4911734742163
1,5547,2010,Auto Mechanic/Detailer/Services,General Service,Service,213156.38406141024,False,C,Commercial,False,11925.152655605456
1,13476,1989,Contractor- Specialty,Contractor,Service,31078.398160092245,False,C,Commercial,False,2429.2855512277933
0,15954,1982,Rental- Residential,Residential Rental,Rental,7311.118935153643,False,R-4,Residential,False,3623.585334125884
0,11224,1995,"Accounting,Auditing/CPA/Tax Service",Professional Service,Service,38881.45739531492,False,O,Office,False,1732.4112032168428
0,735,2024,Rental- Residential,Residential Rental,Rental,7261.775982267546,False,R-1,Residential,False,11793.21133299174
0,606,2024,Home Occupation,General Service,Service,7261.775982267546,False,R-1,Residential,True,11793.21133299174
1,14249,1987,Retail,General Retailer,Retail,87657.76782523286,False,M,Manufacturing,False,14216.73535341594
1,7612,2005,Misc Business Services,General Service,Service,6536.69955425246,False,R-1,Residential,False,8385.198715587305
0,5880,2010,Real Estate Broker,Professional Service,Service,5877.3467955015285,False,O,Office,False,287.61447159881726
0,14647,1986,"Wholesale, Distributors",General Wholesaler,Other,85640.01699504977,False,C,Commercial,False,8935.549108475205
0,10700,1996,Home Occupation,General Service,Service,7526.801965535064,False,R-1,Residential,True,7823.563927543372
1,6766,2007,Massage,Massage Therapist,Service,45470.35138487366,False,C,Commercial,False,1380.5874379332497
1,4960,2012,Retail,General Retailer,Retail,230556.8069033591,False,R-1,Residential,False,10335.522738889664
1,2663,2018,Retail,Downtown Association,Downtown Association,37187.77312983599,True,C,Commercial,False,0.0
1,6315,2008,Home Occupation,General Service,Service,5384.800791418818,False,R-1,Residential,True,15255.314237032257
0,2063,2020,Education/School,Professional Service,Service,29332.25537416601,False,C,Commercial,False,1979.4859869375211
1,11491,1994,Medical Services,Professional Service,Service,5368.54112695502,False,R-4,Residential,False,187.8663030362173
1,6346,2008,Health Spa/Fitness,Professional Service,Service,14050.656978072337,False,R-2,Residential,False,2605.659429514414
1,5623,2010,Rental- Residential,Residential Rental,Rental,23801.1577796831,False,C,Commercial,False,12672.256550732573
0,1478,2022,Rental- Residential,Residential Rental,Rental,10583.143477537576,False,R-4,Residential,False,871.353382624915
1,3780,2015,Home Occupation,General Service,Service,7413.790671161939,False,R-2,Residential,True,1412.3019299924554
0,1436,2022,Rental- Residential,Residential Rental,Rental,6376.688587531484,False,R-1,Residential,False,6965.906868371836
1,5656,2010,Rental- Residential,Residential Rental,Rental,7505.697112254792,False,R-1,Residential,False,2818.608796844331
1,8255,2003,Dental,Professional Service,Service,33746.40362055601,False,O,Office,False,3600.9345545699584
1,5336,2011,Retail,Residential Rental,Rental,104171.17343592273,False,R-2,Residential,False,8075.297408258672
0,12951,1990,Beauty Salon,General Service,Service,31078.398160092245,False,C,Commercial,False,2547.587331907461
1,1442,2022,Rental- Residential,Residential Rental,Rental,8761.388632886465,False,R-3,Residential,False,3191.9486345828955
1,4162,2014,Personal Services,General Service,Service,1040694.0422821196,False,R-2,Residential,False,10557.168410703522
1,8537,2002,Misc Business Services,Professional Service,Service,6125.077361451471,False,R-1,Residential,False,11043.293531228022
0,2198,2020,Professional,Professional Service,Service,6125.077361451471,False,R-1,Residential,False,11043.293531228022
0,3648,2016,Rental- Residential,Residential Rental,Rental,9015.228782913382,False,R-1,Residential,False,4199.635916942621
0,5574,2010,Rental- Residential,Residential Rental,Rental,4605.830609550553,False,R-2,Residential,False,2329.8089283358872
1,5656,2010,Rental- Residential,Residential Rental,Rental,38929.67389451548,False,R-4,Residential,False,622.6693203958629
1,8887,2001,Legal Services,Professional Service,Service,17303.698916859114,False,C,Commercial,False,694.8522081129619
1,10601,1997,Auto Mechanic/Detailer/Services,General Service,Service,18725.8624454852,False,C,Commercial,False,8791.761969003273
0,2090,2020,Medical Services,Professional Service,Service,56948.54208310972,False,O,Office,False,1050.3256985501089
0,1313,2022,Counseling,General Service,Service,89873.10916943774,False,M,Manufacturing,False,11805.03077486831
0,472,2024,Business/ Services/ Professions,General Service,Service,10239.558839109186,False,M,Manufacturing,False,9506.088955485948
1,8219,2003,Medical Services,Professional Service,Service,5359.93468674108,False,O,Office,False,674.2087210455315
1,6924,2007,Retail,Downtown Association,Downtown Association,36099.68329911458,True,C,Commercial,False,0.0
0,5663,2010,Rental- Residential,Residential Rental,Rental,6604.29242073824,False,R-1,Residential,False,7451.566483110289
1,6065,2009,Legal Services,Professional Service,Service,38783.40069214897,False,O,Office,False,12020.657742247651
0,955,2023,Personal Services,General Service,Service,4550.477143591329,False,R-2,Residential,False,14437.066609187636
1,3558,2016,Rental- Residential,Residential Rental,Rental,7438.472749698689,False,R-1,Residential,False,2901.918290751554
1,6525,2008,Insurance Agent/Broker,General Service,Service,20194.544222754183,False,C,Commercial,False,592.1306445810395
0,2445,2019,Home Occupation,General Service,Service,6895.158225561606,False,R-1,Residential,True,3412.9291176915585
1,7571,2005,Advertising,Downtown Association,Downtown Association,37187.77312983599,True,C,Commercial,False,0.0
1,979,2023,Administration/Office,General Service,Service,6521.398604683997,False,R-1,Residential,False,9224.741598156574
1,7050,2006,Counseling,Downtown Association,Downtown Association,4986.801877116959,True,C,Commercial,False,0.0
1,10588,1997,"Computers, Sales & Service",Professional Service,Service,52241.25186367986,False,O,Office,False,7080.311324189817
1,6282,2008,Home Occupation,General Service,Service,6700.9628787381935,False,R-1,Residential,True,3953.362633213096
1,6745,2007,Rental- Residential,Residential Rental,Rental,5841.872721570716,False,R-1,Residential,False,7905.46966774216
