DBA,Business type,Bus address,Start date,Close date,License description,Rate type (STD),type,long,lat,closure_time,censor,zone,parcel,sq(ft),is_downtown_association,zone_type,is_home_occ,ft to downtown
3977 Carissa LLC,Rental- Residential,3977 CARISSA CT,2022-04-11,,Rental Property,Residential Rental,Rental,-120.677180439116,35.246470623292,1425,0,R-1,053-272-029,7269.233572281882,False,Residential,False,11239.408030753235
3B Supply Group,"Wholesale, Distributors",829 BASIL LANE,2018-01-16,2018-08-01,Building And Construction Material Seller,General Wholesaler,Other,-120.646287272144,35.25960387057,2971,1,R-4,053-068-001,29745.532629041856,False,Residential,False,7997.939222855874
"3C Engineering, Inc",Contractor- Specialty,1500 PALM ST,2010-03-29,,Mechanical Engineering Consultant Contractor,Contractor,Service,-120.655172836028,35.286843131417,5821,0,O,001-134-022,10059.213905450344,False,Office,False,1825.3296148149911
"3I Infotech Financial Software, Inc.","Computers, Sales & Service",555 CHORRO ST STE B,1982-07-01,2016-06-30,Software sales,Professional Service,Service,-120.667019234325,35.284503100371,15954,1,O,002-292-025,40645.68397850013,False,Office,False,1213.9383166918035
3J Properties,Rental- Residential,137 STENNER ST,2010-09-15,,Rental-Residential,Residential Rental,Rental,-120.66340969151,35.291839677679,5651,0,R-3,052-194-002,7110.34118434803,False,Residential,False,2972.9324173708956
3rd Gen Pump & Well,Contractor- General,6445 EDNA RD,2023-01-01,,Water well and pump service,General Retailer,Retail,-120.613279753298,35.204142254355,1160,0,C,044-042-011,9508767.479464812,False,Commercial,False,30339.75062482681
4 Seasons Carpet Care,Misc Business Services,5458 EDNA RD,2005-12-07,2016-09-19,Carpet Care,General Service,Service,-120.62343188581,35.222619527052,7394,1,C,044-041-030,6031525.715962919,False,Commercial,False,23005.057218642065
"4 Will Investments, LLC",Rental- Residential,236 ALBERT DR,2014-04-10,,Residential Rental Property,Residential Rental,Rental,-120.657031639233,35.295290907375,4348,0,R-1,052-321-016,7260.389077682158,False,Residential,False,4322.427384270467
40 Prado Homeless Services Center,Miscellaneous Business,40 PRADO RD,2018-09-20,,Homeless Shelter Including Meals & Healthcare,General Service,Service,-120.672692732526,35.256150309618,2724,0,O,053-041-072,138288.0911287408,False,Office,False,7482.513078973373
"4021 Broad St, Inc",Rental- Commercial,4021 BROAD ST,2010-09-10,,Real Estate Developer,Commercial Rental Property,Rental,-120.642889288436,35.247961205365,5656,0,BP,053-415-012,40115.7212280654,False,Commercial,False,12105.931907714179
45 Stenner H,Rental- Residential,45 STENNER ST # H,2022-04-11,,Residential Rental,Residential Rental,Rental,-120.663399508894,35.292458870036,1425,0,R-3,052-192-009,8761.388632886465,False,Residential,False,3191.9486345828955
"45DB Acoustics, LLC",Consultant,4525 Wavertree ST,2005-02-04,2024-10-14,Consultant,Professional Service,Service,-120.628241832278,35.24727054019,7700,1,R-1,053-093-011,6860.350986412816,False,Residential,False,14826.189768053066
"45DB Acoustics, LLC",Consultant,3450 BROAD ST 101,2017-06-16,2018-10-12,"Acoustics, Noise And Vibration Consulting",Professional Service,Service,-120.647183198731,35.256847306409,3185,1,M,053-231-015,98558.526567752,False,Manufacturing,False,8686.44642663586
464 Buchon,Homestay,464 BUCHON ST,2022-10-28,,Homestay,Residential Rental,Rental,-120.664837553326,35.274007922389,1225,0,R-2,003-613-013,7527.858032085735,False,Residential,False,824.8150444962212
464 Buchon,Homestay,464 BUCHON ST,2022-07-22,,Homestay,General Service,Service,-120.664837553326,35.274007922389,1323,0,R-2,003-613-013,7527.858032085735,False,Residential,False,824.8150444962212
48 1/2 Apartment Rental,Rental- Residential,48 1/2 BENTON WAY,2001-04-19,,Rental Residential,Residential Rental,Rental,-120.670614278757,35.29163957486,9087,0,R-1,052-173-005,5997.055577829237,False,Residential,False,3933.034941338594
493 Islay Rental,Rental- Residential,493 ISLAY ST,2016-09-15,,Rental Of Garage Apartment,Residential Rental,Rental,-120.66370353254,35.273353625014,3459,0,R-2,003-622-017,7764.713697486735,False,Residential,False,1135.2499862568516
496 Kentucky LLC,Rental- Residential,496 KENTUCKY ST,2023-05-18,,rental house,Residential Rental,Rental,-120.659158372342,35.292111395918,1023,0,R-2,052-211-005,7002.535554549498,False,Residential,False,3046.673032894115
496 Pismo Street,Rental- Residential,496 PISMO ST,2023-05-24,,Residential Rental,Residential Rental,Rental,-120.665131255903,35.27503265604,1017,0,R-3,003-513-023,10180.594639209472,False,Residential,False,466.5780701757547
"497 N Chorro, LLC",Rental- Residential,497 N CHORRO ST,2014-02-05,,Residential Rental Property,Residential Rental,Rental,-120.673786678835,35.297655639241,4412,0,R-4,052-033-069,14286.773515040866,False,Residential,False,6276.579987482987
4Creeks Build,Contractor- General,605 SANTA ROSA ST,2024-08-19,,Contractor- General,Contractor,Service,-120.662510776949,35.285456158233,564,0,O,002-313-025,5634.361683283368,False,Office,False,707.0829663866418
"4CREEKS, Inc.",Engineer,605 SANTA ROSA ST STE A,2017-01-18,,Multi-Disciplinary Civil Engineering Firm,Professional Service,Service,-120.662510776949,35.285456158233,3334,0,O,002-313-025,5634.361683283368,False,Office,False,707.0829663866418
4M Management,Property Management,1329 BROAD ST STE B,2009-01-30,,Manage Own Property,Residential Rental,Rental,-120.662970369284,35.277111704267,6244,0,O,003-522-005,13680.453101762874,False,Office,False,0.0
4th Generation Tree,Home Occupation,470 BUCKLEY RD APT D,2022-12-05,,Tree trimming,Contractor,Service,-120.65534708593,35.235868055703,1187,0,C,076-061-002,16881240.49913421,False,Commercial,True,14958.770140244225
5 Elements Pelvic Health and Women's Physical Ther,Medical Services,4251 S HIGUERA ST # 300,2021-04-19,2025-05-03,Physical Therapist,Professional Service,Service,-120.676363,35.241632,1782,1,C,053-264-007,97915.6927441578,False,Commercial,False,12873.812385833986
"5 Star Medical, Inc.",Medical Services,11545 LOS OSOS VALLEY RD STE B2,2015-03-31,,Family Practice - Aesthetic Concierge,General Service,Service,-120.691324989631,35.257138378294,3993,0,O,053-102-030,25614.63317779357,False,Office,False,10175.899151926189
5 To 9 Media,Home Occupation,4554 WAVERTREE ST,2007-07-19,2009-12-31,Website For Social Networking For Sobriety,General Service,Service,-120.62832082365,35.246490019977,6805,1,R-1,053-303-063,4243.211165184309,False,Residential,True,15028.661528484892
50's Diner,Restaurant,1443 CALLE JOAQUIN,2005-05-27,2009-09-24,,General Retailer,Retail,-120.680901837601,35.247623951001,7588,1,C,053-151-025,41930.0658066491,False,Commercial,False,11225.920550760995
505 Higuera Llc,Rental- Commercial,505 HIGUERA-PROPERTY RENTAL,2001-02-13,2006-08-04,,Commercial Rental Property,Rental,-120.668332153381,35.2763529823,9152,1,C,003-516-001,23323.494486400374,False,Commercial,False,516.3847542665969
510 Serrano Rental Apartment,Rental- Residential,510 SERRANO DR,2016-02-29,,Residential Rental,Residential Rental,Rental,-120.676710254347,35.290429456033,3658,0,R-1,052-543-005,10998.37369573436,False,Residential,False,4708.649305549373
511 Stanford Drive Owners,Rental- Residential,511 STANFORD DR,2003-09-16,2012-05-01,Residential Rental Property,Residential Rental,Rental,-120.678317157421,35.298779821743,8207,1,R-1,052-494-014,6138.511728322041,False,Residential,False,7376.828459118249
528-E Hathway LLC,Rental- Residential,528 HATHWAY AVE E,2022-02-07,,Residential Rental,Residential Rental,Rental,-120.661384143866,35.289848076696,1488,0,R-3,001-040-007,15790.085085227856,False,Residential,False,2168.7800291919293
541 High St,Rental- Residential,541 HIGH ST,2023-03-01,,Residential Rental,Residential Rental,Rental,-120.66082195481,35.272125865419,1101,0,R-2,003-741-002,4998.339118871139,False,Residential,False,1814.7100377871677
"55 Stenner, Apt. I Rental",Rental- Residential,55 STENNER ST APT I,2019-06-13,,Condominium Rental,Residential Rental,Rental,-120.663399508894,35.292458870036,2458,0,R-3,052-192-009,8761.388632886465,False,Residential,False,3191.9486345828955
551 Hill St Rental,Rental- Residential,551 HILL ST,2010-08-30,,Rental,Residential Rental,Rental,-120.669155663389,35.28342399499,5667,0,R-1,001-181-027,7933.499605066788,False,Residential,False,1320.9455806233827
560 Buchon Rental,Rental- Residential,560 BUCHON ST,2016-06-16,2018-12-18,Residential Rental Property,Residential Rental,Rental,-120.663530045185,35.274798395712,3550,1,R-2,003-615-024,23303.44494127662,False,Residential,False,631.4263869488401
560 Hathway - D. Law,Rental- Residential,560 HATHWAY AVE,2010-08-31,,15 Unit Apartment Project,Residential Rental,Rental,-120.661371220706,35.290739769084,5666,0,R-3,001-043-008,3606.340684344967,False,Residential,False,2493.000267775733
568 Mitchell Dr.,Rental- Residential,568 MITCHELL DR,2021-09-22,,Residential Rental,Residential Rental,Rental,-120.6550052,35.265251,1626,0,R-1,004-912-033,7175.817505412584,False,Residential,False,4848.727762806243
570 Peach Street #17 Rental,Rental- Residential,570 PEACH ST # 17,2021-04-24,,Residential Rental,Residential Rental,Rental,-120.667065,35.281132,1777,0,R-3,002-305-030,93052.41216250887,False,Residential,False,417.2606309340969
5A'S Brothers Cleaning And Janitorial Service,Home Occupation,1245 GALLEON WAY,2016-03-07,,Cleaning And Janitorial Services,General Service,Service,-120.692251127005,35.261385948039,3651,0,R-1,004-331-013,6232.9361143088,False,Residential,True,9425.893243851397
60 Broad Street,Rental- Residential,60 BROAD ST,2022-01-01,,Residential Rental,Residential Rental,Rental,-120.671586642708,35.29191780775,1525,0,R-1,052-172-003,5813.3537889858935,False,Residential,False,4176.868158982326
603 Luneta LLC,Rental- Residential,603 LUNETA DR,2009-09-10,,Rental Property,Residential Rental,Rental,-120.674987847429,35.291414356211,6021,0,R-1,052-163-035,7953.662996358944,False,Residential,False,4646.073526793354
611 Luneta LLC,Rental- Residential,611 LUNETA DR,2010-10-18,2012-05-04,,Residential Rental,Rental,-120.674910407719,35.291415636201,5618,1,R-1,052-163-035,7953.662996358944,False,Residential,False,4632.529652235713
625 Mitchell Drive,Homestay,625 MITCHELL DR,2022-07-01,,Airbnb Homestay,General Service,Service,-120.65403476582,35.264961865691,1344,0,R-1,004-943-004,7204.179413328975,False,Residential,False,5094.034036396521
"631 Johnson St, LLC",Rental- Residential,631 JOHNSON AVE,2025-06-12,,7-Unit Rental Property,General Retailer,Retail,-120.659358236421,35.288606233865,267,0,R-3,001-123-029,13753.638894151449,False,Residential,False,1792.3394051303333
65 Stenner B Rental,Rental- Residential,65 STENNER ST UNIT B,2015-08-01,,Residential Rental,Residential Rental,Rental,-120.663399508894,35.292458870036,3870,0,R-3,052-192-009,8761.388632886465,False,Residential,False,3191.9486345828955
657 Cerro,Homestay,657 CERRO ROMAULDO AVE,2021-11-15,,Homestay Short Term Rental,General Service,Service,-120.674414148523,35.295372864014,1572,0,R-1,052-032-027,7156.779849462009,False,Residential,False,5691.205502364033
660 Peach Street Apartments,Rental- Residential,660 PEACH ST (24 UNITS),2000-12-28,2015-06-30,,Residential Rental,Rental,-120.667473997507,35.282009200077,9199,1,R-3,002-291-005,38279.30191762322,False,Residential,False,615.9992697893091
667 & 671 Howard St.,Property Management,667 AND 671 HOWARD,2024-01-01,,3B/2B Rental @ 667 and 1B/1B Rental @ 671,Residential Rental,Rental,-120.660473166344,35.288033937169,795,0,R-2,001-122-015,6857.371990057769,False,Residential,False,1518.4658499274651
681 Grand Ave Apartment,Rental- Residential,681 GRAND AVE,1982-07-01,,,Residential Rental,Rental,-120.653247508822,35.29045886317,15954,0,R-3,001-066-017,9511.167959558215,False,Residential,False,3244.3405763874384
"685 Higuera Street, LLC",Rental- Commercial,685 HIGUERA ST,2015-02-11,,Commercial Rental Property,Downtown Association,Downtown Association,-120.664658003309,35.278720054724,4041,0,C,002-422-008,6856.485768671048,True,Commercial,False,0.0
7-ELEVEN #2133-27835D,Food Store,692 MARSH ST,1987-10-05,,Convenience Store,Downtown Association,Downtown Association,-120.663949750205,35.278085062941,14032,0,C,002-422-024,10242.680863002382,True,Commercial,False,0.0
7-Eleven #25115B,Food Store,552 CALIFORNIA BLVD STE A,1984-07-01,,,General Retailer,Retail,-120.660330378781,35.291054537312,15223,0,C,001-042-027,26864.010139158006,False,Commercial,False,2616.424813582887
7-ELEVEN Store #21006E,Food Store,1301 MONTEREY ST,1982-07-01,,Convenience Store,General Retailer,Retail,-120.657123942547,35.284271960476,15954,0,C,002-333-017,10184.050546423692,False,Commercial,False,723.2442186665883
704 Torrance Blvd LLC,Rental- Residential,18 HATHWAY AVE,2019-09-01,,Rental Property,Residential Rental,Rental,-120.659532171992,35.296882010269,2378,0,R-1,052-093-013,9322.905471772056,False,Residential,False,4750.529431349476
713 Meinecke,Rental- Residential,713 MEINECKE AVE,2023-03-08,2024-12-13,Residentiial Rental,Residential Rental,Rental,-120.671482284526,35.292330864126,1094,1,R-1,052-172-001,5802.323023349197,False,Residential,False,4284.443613034942
730 Boysen LLC,Rental- Residential,730 BOYSEN AVE,1982-07-01,2016-06-28,Residential Rental Property,Residential Rental,Rental,-120.672332970872,35.29665354261,15954,1,R-4,052-331-019,17670.043231042226,False,Residential,False,5727.332819343692
750 Leff St,Rental- Residential,750 LEFF ST,2018-10-02,2021-07-01,Residential Rental,Residential Rental,Rental,-120.659485461097,35.274850215694,2712,1,R-2,003-633-009,4507.608012898329,False,Residential,False,1247.3617461424008
786 Boutique,"Accounting,Auditing/CPA/Tax Service",716 HIGUERA ST,2012-06-21,2013-03-05,"Retail Clothing Store, Accessories And Gifts",Downtown Association,Downtown Association,-120.664248987055,35.279110363003,5006,1,C,002-423-013,4909.187098390863,True,Commercial,False,0.0
805 BOTANICALS LLC,Home Occupation,660 PEACH ST APT 203,2024-02-20,,,General Retailer,Retail,-120.667473997507,35.282009200077,745,0,R-3,002-291-005,38279.30191762322,False,Residential,True,615.9992697893091
805 Fearless,Business/ Services/ Professions,872 HIGUERA ST,2022-09-06,2023-04-10,Safety Products,Downtown Association,Downtown Association,-120.662057464433,35.280415658006,1277,1,C,002-425-009,19688.68976216909,True,Commercial,False,0.0
805 Foam Fights,Miscellaneous Business,523 PASEO BELLA MONTANA # B,2025-07-06,2025-11-18,,General Service,Service,-120.675418530913,35.298210979426,243,1,R-2,073-341-027,226167.71014752515,False,Residential,False,6721.423793893644
805 Kettle Corn,Home Occupation,233 SANDERCOCK ST,2019-05-14,2020-10-29,Kettle Corn & Lemonade,General Service,Service,-120.667239618786,35.271135865915,2488,1,R-2,003-723-029,10101.89084434102,False,Residential,True,1798.5985405115616
"805 Law Group, Inc.",Attorney at Law,940 SANTA ROSA ST,2021-11-01,2021-11-01,Legal Services,Downtown Association,Downtown Association,-120.660419950466,35.283293180179,1586,1,O,002-326-027,5532.136691483377,False,Office,False,0.0
805 Motors LLC,Motor Vehicle Sales,1441 MONTEREY ST,2023-08-01,,Whole sale vehicle dealership,General Retailer,Retail,-120.655178794905,35.285594629064,948,0,C,001-231-024,13062.972741582882,False,Commercial,False,1438.088720600228
805 Painting Company,House Number Painter,1340 PHILLIPS LN 8,2024-07-25,,Professional Painting Company Specializing in Interior & Exterior Painting Services,General Retailer,Retail,-120.658824379404,35.287806677948,589,0,R-3,001-124-022,32959.67998549289,False,Residential,False,1574.2745016731485
805 Renovations,Home Occupation,2576 LAWTON AVE,2019-10-03,,Residential Renovations,Contractor,Service,-120.656846642328,35.265843213994,2346,0,R-1,004-912-074,6872.65673057811,False,Residential,True,4390.901552957636
805 Sign Design LP,Home Occupation,3055 MCMILLAN AVE,2018-10-17,,Vinyl Graphic Decals and Graphic Design,General Service,Service,-120.648175987161,35.26229373829,2697,0,M,053-201-012,40336.07423011989,False,Manufacturing,True,6869.463564838793
805 Welding & Repair,Home Occupation,3860 S HIGUERA ST #182,2021-11-09,2022-05-31,Mobile Welding & Repair Service,General Service,Service,-120.673262243407,35.247583480192,1578,1,R-2,053-131-011,1040694.0422821196,False,Residential,True,10557.168410703522
805 West landscape inc,Landscaper,1012 PACIFIC ST STE C,2024-09-25,,Landscaper,Contractor,Service,-120.659259428395,35.279808275553,527,0,O,002-443-019,8974.768522599308,False,Office,False,0.0
805VoIP LLC.,Communications,560 HIGUERA ST # B,2020-08-01,,Interconnected VoIP telephone service to customers in San Luis Obispo,Downtown Association,Downtown Association,-120.666578048053,35.277694319824,2043,0,C,002-402-045,37187.77312983599,True,Commercial,False,0.0
829 Murray Rental,Rental- Residential,829 MURRAY AVE,2022-02-14,,Home rental,Residential Rental,Rental,-120.668899156068,35.290764864117,1481,0,R-1,001-022-064,6161.49327432352,False,Residential,False,3388.477831592571
