DBA,Business type,Bus address,Start date,Close date,License description,Rate type (STD),closure_time,censor,type,longitude,latitude
Adam Deets Software Consulting,Home Occupation,263 HIGH ST,10/30/2015,10/4/2016,Software Consulting,General Service,3779,1,Service,-120.6664749,35.27212587
Adam J Janette,Rental- Residential,618 GROVE ST,9/10/2010,6/30/2019,Residential Rental Property,Residential Rental,5655,1,Rental,-120.6561211,35.29057902
Adam J Janette Dds Inc,Dental,77 CASA ST 101,7/30/2003,7/2/2007,,Professional Service,8254,1,Service,-120.6651928,35.29320129
Adam Koble,Retail,1330 SOUTHWOOD DR APT 15,7/27/2011,1/17/2013,Residential Rental Property,Residential Rental,5335,1,Rental,-120.6379925,35.26496846
Adam Rental,Rental- Residential,45 STENNER ST UNIT E,3/25/2022,6/30/2025,Rental,Residential Rental,1441,1,Rental,-120.6633995,35.29245887
Adame Family Child Care,Personal Services,3860 S HIGUERA ST SPC 254,10/13/2014,6/30/2020,Child Day Care Center,General Service,4161,1,Service,-120.6732622,35.24758348
Adames Design Group,Misc Business Services,1072 CORTEZ CT,10/21/2002,3/14/2016,"Civil & Structural Engineering, Surveying, Architectural Design",Professional Service,8536,1,Service,-120.699984,35.26331778
Adams Rentals,Rental- Residential,680 CHORRO ST #20,9/10/2010,8/5/2011,,Residential Rental,5655,1,Rental,-120.6657276,35.28323818
Adamski Moroski Madden & Green Llp,Legal Services,444 HIGUERA ST 300,11/5/2001,7/27/2006,,Professional Service,8886,1,Service,-120.668804,35.27593616
Adaptive Driving Systems Slo,Auto Mechanic/Detailer/Services,3548 EMPLEO ST,2/25/1997,6/30/2014,,General Service,10600,1,Service,-120.6684759,35.25191766
Addept,Medical Services,1302 MARSH ST,9/4/2003,6/30/2019,Medical Office,Professional Service,8218,1,Service,-120.655862,35.28306274
Addicted,Retail,1020 COURT ST,3/22/2007,10/8/2009,Retail Apparel & Footware,Downtown Association,6923,1,Downtown Association,-120.6616169,35.28144221
Adelaide Country,General Merchandise,800 PALM ST A,3/10/2006,10/4/2006,,Downtown Association,7300,1,Downtown Association,-120.664205,35.28149722
Adelaide Designs,,1043 TREVOR WAY,11/20/2000,10/2/2012,,General Service,9236,1,Service,-120.6510394,35.2711865
"Adelson, Testan, Brundo & Jimenez",Legal Services,735 TANK FARM RD 235,7/28/2009,3/31/2017,Law Office For Workers' Compensation,Professional Service,6064,1,Service,-120.6420885,35.24863652
Adi Ringer Rental,Rental- Residential,1958 FIXLINI ST,6/8/2016,12/19/2017,Residential Rental Property,Residential Rental,3557,1,Rental,-120.6483011,35.27829439
Adler Belmont Dye Insurance Services Inc,Insurance Agent/Broker,369 MARSH ST 200,4/24/2008,6/30/2010,,General Service,6524,1,Service,-120.668109,35.2754219
Adminds/artminds,Advertising,560 HIGUERA ST A,6/13/2005,11/26/2008,,Downtown Association,7570,1,Downtown Association,-120.666578,35.27769432
Administrative Ace Consulting,Administration/Office,1250 CORAL ST,7/1/2023,6/30/2024,Office management & administrative consulting,General Service,978,1,Service,-120.6887429,35.25921912
Adobe Healing Center,Counseling,964 CHORRO ST APT 5,11/16/2006,1/25/2011,Professional Counseling Services,Downtown Association,7049,1,Downtown Association,-120.6637409,35.28097114
Adobe Systems Inc,"Computers, Sales & Service",3220 S HIGUERA ST STE 225,3/10/1997,3/19/2010,,Professional Service,10587,1,Service,-120.6687225,35.25665878
"Adobe Systems, Inc.",Home Occupation,2416 SENDERO CT,12/23/2008,7/18/2016,Commercial Software Vendor,General Service,6281,1,Service,-120.6620363,35.26567602
Adolf Czech,Rental- Residential,612 STANFORD DR,9/17/2007,7/9/2009,,Residential Rental,6744,1,Rental,-120.6791899,35.30005544
Adore Boutique,Retail,716 HIGUERA ST,3/26/2013,1/31/2020,Women's Clothing,Downtown Association,4727,1,Downtown Association,-120.664249,35.27911036
Adria's Ceviche,Miscellaneous Business,3563 SUELDO ST,1/31/2023,8/31/2023,,General Service,1129,1,Service,-120.6655764,35.25145253
Advance America #4925,Finance Company,158 HIGUERA ST STE C,11/16/2006,5/14/2020,Pay Day Advance Co & Title And Installment Lending,General Service,7049,1,Service,-120.6703957,35.26912514
Advance Payday,Misc Business Services,775 E FOOTHILL BLVD,2/3/1999,6/14/2007,,General Service,9892,1,Service,-120.6720573,35.29404086
Advanced Alternative Medical Center,Medical Services,570 MARSH ST A,9/13/2017,3/18/2020,Medical Spa,Downtown Association,3095,1,Downtown Association,-120.6654589,35.27717091
Advanced Body And Laser,Medical Services,3165 BROAD ST STE 110,10/5/2016,5/30/2017,Medical Aesthetic Services,Professional Service,3438,1,Service,-120.6502279,35.26153196
"Advanced Care Medical Group, Inc.",Medical Services,4460 BROAD ST STE 110,1/4/2019,5/1/2019,Primary Care/ Walk-In Medical Services,Professional Service,2617,1,Service,-120.6398401,35.24309267
Advanced Legal Services,Legal Services,1026 PALM ST STE 202,3/31/1993,4/21/2015,Courier Services,Downtown Association,12027,1,Downtown Association,-120.6617475,35.28295189
Advanced Professional Cleaning Llc,Home Occupation,1655 TORO ST,11/1/2005,8/23/2010,Carpet And Upholsetery Cleaning,General Service,7429,1,Service,-120.6540205,35.27914195
Advanced Skin Care,Beauty Salon,3591 SACRAMENTO DR STE 110,10/26/2006,6/30/2022,Esthetician - Facials & Waxing,General Service,7070,1,Service,-120.6420819,35.25520618
Advanced Sports System,,3450 SACRAMENTO DR A,9/9/1998,7/20/2006,,General Wholesaler,10039,1,Other,-120.6454777,35.25791254
Advertise Here,Advertising,810 ORCUTT RD,3/11/2004,11/1/2013,,General Service,8029,1,Service,-120.6479419,35.26140584
Aegis Locksmithing,Home Occupation,1469 LIZZIE ST APT B,5/24/2013,2/19/2016,Mobile Locksmith Service,General Service,4668,1,Service,-120.6497491,35.27930048
Aerie by American Eagle #2520,Apparel/Accessories,271 MADONNA RD STE 261,11/18/2020,1/31/2023,Retail sales of women's intimate apparel,General Retailer,1933,1,Retail,-120.6764019,35.26386074
Aerobrite,,901 AIRPORT DR,8/18/2005,5/31/2018,Aircraft maintenance,General Service,7504,1,Service,-120.6402781,35.23989746
Aerotech Powder Coating,Misc Business Services,855 CAPITOLIO WAY 3,6/7/2002,6/25/2007,,General Service,8672,1,Service,-120.6435161,35.25765922
Aeternum,Health Spa/Fitness,1237 ARCHER ST,6/1/2024,5/1/2025,"Accupuncture, manual therapy, excercise therapy, nutritional counseling, sports medecine",General Service,642,1,Service,-120.6688698,35.2746085
AF & A Group,Hotels and Motels,3592 BROAD ST #204,10/18/2021,7/1/2023,Short term Homestay,General Service,1599,1,Service,-120.646042,35.25452482
AFA Property Management,Rental- Residential,567 BRIZZOLARA ST UNIT H,2/1/2022,5/14/2024,Residential Rental,Residential Rental,1493,1,Rental,-120.6688833,35.28020666
Aftermarket Express Inc,Auto Mechanic/Detailer/Services,4336 SANTA FE RD 48-0,9/7/2006,10/14/2008,Online Retailer Of Auto Accessories,General Retailer,7119,1,Retail,-120.6509836,35.23816168
agarza12013,Home Occupation,644 PATRICIA DR,7/1/2025,11/18/2025,,General Retailer,247,1,Retail,-120.683555,35.30106927
Agave Professional Services,Home Occupation,520 LAWRENCE DR,10/28/2019,10/15/2021,Management of Rental Properties in SLO,General Service,2320,1,Service,-120.6558827,35.2641245
"Agera Grove Investments, LLC",Rental- Residential,650 TANK FARM RD,9/2/2008,6/30/2021,Mobile Home Park,Residential Rental,6393,1,Rental,-120.6471081,35.24688746
Ah Deall Janitorial,Home Occupation,3860 S HIGUERA ST SPC 121,6/22/1998,10/12/2016,,General Service,10118,1,Service,-120.6732622,35.24758348
Ahearn Realty,Real Estate Agent,1319 1/2 GARDEN ST,6/1/1990,11/24/2011,,General Service,13061,1,Service,-120.662094,35.27775251
Ahimsa Store,Home Occupation,2944 ROCKVIEW PL,8/20/2009,6/11/2013,Compassionate (Non-Lethal) Pest Control Products Over Internet,General Retailer,6041,1,Retail,-120.6527944,35.26220978
AI2U,Home Occupation,2059 SIERRA WAY,7/1/2023,6/2/2024,,General Retailer,978,1,Retail,-120.6490325,35.27577347
Aidas University Book Exchange,Secondhand Stores,973 E FOOTHILL BLVD 1,5/15/1996,11/16/2009,,General Retailer,10886,1,Retail,-120.66848,35.29398413
Aiken & Associates,,1303 HIGUERA ST,4/25/1986,8/23/2006,,Professional Service,14559,1,Service,-120.6564153,35.28361325
Aikido Group,Personal Services,1166 HIGUERA ST,7/19/2012,5/1/2019,Martial Arts And Self Defense,General Service,4977,1,Service,-120.6584274,35.28256173
Aiko Martz,Home Occupation,526 DANA ST,12/11/1996,6/15/2017,,General Service,10676,1,Service,-120.667892,35.27849562
Aimee Wyatt Consulting,Home Occupation,390 LAWRENCE DR,2/12/2020,8/11/2020,Computer work & Data entry for 5 week projects,General Service,2213,1,Service,-120.6582861,35.26412246
"Aiml Technologies, Inc. Dba Secret Slo",Entertainment,964 CHORRO ST #2,8/9/2018,3/31/2019,"Guided Walking Tours, Cultural Experiences, Book & Souvenir Store",Downtown Association,2765,1,Downtown Association,-120.6637409,35.28097114
Air Touch Cellular D.B.A. Verizon Wireless,Communications,997 AIRPORT DR,7/18/2019,8/15/2019,Cellular Telephone Communications Carrier,Utilities/Transportation,2422,1,Other,-120.637007,35.23938342
Air Touch Cellular D.B.A. Verizon Wireless,Communications,631 N SANTA ROSA ST,7/18/2019,8/15/2019,Cellular Telephone Communications Carrier,Utilities/Transportation,2422,1,Other,-120.6624282,35.28536316
Air Vol Block LLC,Retail,1 SUBURBAN RD,7/1/1982,6/30/2022,,General Manufacturer,15953,1,Other,-120.6752693,35.24393814
Air-Effects,Auto Mechanic/Detailer/Services,12150 LOS OSOS VALLEY RD,4/3/2007,10/21/2013,Mobile Detailing & Airbrush Touch Up,General Service,6911,1,Service,-120.6853219,35.25016529
Aircon Energy Inc,Contractor- General,1087 SANTA ROSA ST,2/28/2000,7/30/2007,,Downtown Association,9502,1,Downtown Association,-120.6594912,35.28203814
Airen's Confections,Home Occupation,640 CAUDILL ST,10/19/2011,12/26/2019,Selling Baked Goods And Crafted Items,General Retailer,5251,1,Retail,-120.6557198,35.266441
Ajna Tile Art,Home Occupation,1120 ISLAY ST,6/23/2016,7/1/2019,Hand Stamping On Slate Tiles,General Retailer,3542,1,Retail,-120.6555529,35.27842655
AK Company,Hotels and Motels,2109 CYPRESS ST,10/19/2020,8/9/2021,Short Term Rental Homestay,General Service,1963,1,Service,-120.6659837,35.27106483
Akamai Window Cleaning,Home Occupation,2069 MCCOLLUM ST,10/22/2013,10/30/2014,"Residential/Commercial/Construction, Window & Screen Cleaning",General Service,4517,1,Service,-120.6494366,35.29411435
Akil Aochi,Rental- Residential,1185 E FOOTHILL BLVD 22-RENTAL PROP,4/18/2001,7/20/2006,,Residential Rental,9087,1,Rental,-120.6642887,35.29476518
AKLASS AESTHETICS,Beauty Salon,560 HIGUERA ST # F,11/1/2020,1/1/2022,Esthetician,Downtown Association,1950,1,Downtown Association,-120.666578,35.27769432
Alaina Okimoto,Home Occupation,859 CALIFORNIA BLVD APT A,12/13/2013,7/16/2014,Esthetician And Makeup,General Service,4465,1,Service,-120.6555399,35.28706532
Alan & Jill Jensen,Rental- Residential,1750 PREFUMO CANYON RD #4,9/3/2010,6/15/2022,Rental Of Single Family Residence (Condominium),Residential Rental,5662,1,Rental,-120.7012179,35.26129631
Alan Burke,Rental- Residential,784 CLEARVIEW LN,12/19/2000,7/21/2014,Residential Rental Property,Residential Rental,9207,1,Rental,-120.7034795,35.26718039
Alan J Spano Dds,Dental,862 MEINECKE AVE 203,11/1/1990,8/17/2009,,Professional Service,12908,1,Service,-120.6683033,35.29244769
Alan J. Martin,Rental- Commercial,1245 BROAD ST,8/4/1992,7/31/2022,Building Rentor,Downtown Association,12266,1,Downtown Association,-120.6635452,35.27775226
Alan Koshkin,Rental- Residential,385 N CHORRO ST APT B,3/24/2011,4/18/2012,Residential Rental Property,Residential Rental,5460,1,Rental,-120.6730294,35.2966764
Alan Neumann,Rental- Residential,296 RAMONA DR,9/15/2010,3/23/2011,,Residential Rental,5650,1,Rental,-120.6802889,35.29294946
Alan Williams Pool Service,Home Occupation,1622 ROYAL WAY,8/27/2002,11/29/2018,Clean And Maintain Pools And Spas,General Service,8591,1,Service,-120.6959096,35.25733748
Alasco Rubber & Plastics Corp,Manufacturing,3432 ROBERTO CT,7/1/1982,3/31/2024,Manufacturer,General Manufacturer,15953,1,Other,-120.6441845,35.25936757
Alba,Rental- Residential,1185 E FOOTHILL BLVD APT 17,9/17/2010,6/4/2025,Residential Rental Property,Residential Rental,5648,1,Rental,-120.6642887,35.29476518
Albert & Cecelia Fitz-gerald,Rental- Residential,1269 SOUTHWOOD DR,3/23/1992,6/16/2008,,Residential Rental,12400,1,Rental,-120.6392545,35.26484486
Albert C Cooper Tre Etal,Rental- Residential,1865 MCCOLLUM ST,12/20/2000,12/28/2006,,Residential Rental,9206,1,Rental,-120.6523155,35.29413414
Albert Miller House Rental,Rental- Residential,1454 BOXWOOD CT,9/1/2010,5/6/2013,,Residential Rental,5664,1,Rental,-120.6275065,35.24979508
Albert P & Irene W Debruijn,Rental- Residential,1641 SOUTHWOOD DR,10/8/2010,6/30/2013,,Residential Rental,5627,1,Rental,-120.633025,35.26485967
Albertson's #6346,Food Store,1314 MADONNA RD,10/4/1993,2/12/2009,,General Retailer,11840,1,Retail,-120.689735,35.2570907
Albion Dedini,Personal Services,1540 MARSH ST 102,4/13/2001,8/11/2006,,Massage Therapist,9092,1,Service,-120.6530806,35.28490938
ALBOL Gift Baskets,Home Occupation,3591 SACRAMENTO DR STE 20,8/5/2016,11/23/2021,Assembling Gourmet Food Items To Make Gift Baskets,General Retailer,3499,1,Retail,-120.6420819,35.25520618
Alcide J Bonin Jr Tre Etal,Rental- Residential,706 E FOOTHILL BLVD,7/1/1982,7/12/2006,,Residential Rental,15953,1,Rental,-120.6736881,35.29415546
Alex Crozier Soccer Academy,Home Occupation,221 ALMOND ST,3/22/2016,1/1/2017,Youth Soccer Camps,General Service,3635,1,Service,-120.6703786,35.28811767
Alex Evans Permanent Makeup,Beauty Salon,750 HIGUERA ST,9/26/2018,2/5/2020,"Permanent Makeup, Cosmetic Tattoo",Downtown Association,2717,1,Downtown Association,-120.6637776,35.27939321
Alex Freight System,,3490 BROAD ST,6/25/2004,11/8/2006,,General Service,7923,1,Service,-120.6469721,35.25643721
Alex Koper III,Rental- Residential,1715 SINGLETREE CT,10/29/2010,10/6/2011,,Residential Rental,5606,1,Rental,-120.6918999,35.25406527
Alexa D Clark,Rental- Residential,1344 PACIFIC ST,1/22/2004,7/12/2006,,Residential Rental,8078,1,Rental,-120.6546382,35.28272001
Alexandra S Mertz,Rental- Commercial,460 MARSH ST,8/27/1997,10/11/2012,,Commercial Rental Property,10417,1,Rental,-120.6669448,35.27626891
Alexandra Sutton,Massage,1141 PACIFIC ST STE D,10/10/2001,6/30/2011,Massage Therapist,Massage Therapist,8912,1,Service,-120.6575927,35.28067308
Alexi S Fine Baked Goods,Home Occupation,3500 BULLOCK LN APT 15,3/24/2016,12/15/2017,Home Cottage Bakery,General Manufacturer,3633,1,Other,-120.6416819,35.25831488
Alexis Enterprises Inc,,773 W FOOTHILL BLVD,4/22/2004,3/15/2015,,General Service,7987,1,Service,-120.7048907,35.28332098
Alexis Vincent,Massage,100 MADONNA RD,5/5/2017,10/14/2025,Massage Therapy,Massage Therapist,3226,1,Service,-120.6737243,35.26588921
Alfred L Applegarth O D,Optical,127 CASA ST,1/24/1986,10/17/2016,,Professional Service,14650,1,Service,-120.6647783,35.2920719
Alfred Martinelli,Rental- Residential,1942 GARFIELD ST,3/11/1992,7/10/2014,Residential Rental Property,Residential Rental,12412,1,Rental,-120.6513474,35.29056052
Alh Group/Cubularity,Home Occupation,2060 WILDING LN,11/2/1995,6/30/2018,"Computers, Sales & Services",General Service,11081,1,Service,-120.6469511,35.27816472
Ali Seif,Rental- Residential,1695 ROYAL WAY,9/14/2010,9/15/2017,,Residential Rental,5651,1,Rental,-120.6973124,35.25774387
"Alice Groot, Etal",Rental- Residential,391 CERRO ROMAULDO AVE,9/22/2011,11/12/2024,Residential Rental Property,Residential Rental,5278,1,Rental,-120.6782465,35.29508486
Alice Jo Meinhold,Rental- Residential,468 WESTMONT AVE,10/7/1987,6/30/2020,Rentals,Residential Rental,14029,1,Rental,-120.6805671,35.30145765
Alice Mariano,Rental- Residential,1744 SINGLETREE CT,12/28/2010,8/21/2013,Residential Rental Property,Residential Rental,5546,1,Rental,-120.6916033,35.2539123
Alice Parks Nelson,Rental- Residential,2256 KING #26,7/27/1995,6/10/2009,,Residential Rental,11179,1,Rental,-120.6621718,35.26855071165257
Alice Pomeroy,Rental- Residential,1750 PREFUMO CANYON RD APT 15,2/15/2001,7/31/2017,,Residential Rental,9149,1,Rental,-120.7012179,35.26129631
Alicia Correa Violinist,Education/School,3195 MCMILLAN AVE STE E,3/8/2019,6/28/2020,Violin Instructor,General Service,2554,1,Service,-120.648176,35.26142916
Aligned bodywork,Health Spa/Fitness,3595 SUELDO ST # NA,2/1/2024,5/30/2024,,Massage Therapist,763,1,Service,-120.6658268,35.25109681
Alireza Azadan,Rental- Residential,875 VISTA DEL BRISA,10/29/2010,7/1/2013,Residential Rental Property,Residential Rental,5606,1,Rental,-120.7008537,35.266202
Alison Bradley,Misc Business Services,1233 NIPOMO ST,2/9/2006,10/17/2007,,Downtown Association,7329,1,Downtown Association,-120.6648355,35.27709123
Alison Elieff,Beauty Salon,1601 OSOS ST,8/4/2003,3/19/2007,,General Service,8249,1,Service,-120.6573368,35.27720606
Alison Rush Carscaden,Rental- Residential,2220 EXPOSITION DR UNIT 86,10/25/2010,7/31/2013,Residential Rental Property,Residential Rental,5610,1,Rental,-120.6645379,35.26883196
Alison's Stained Glass,Business/ Services/ Professions,398 BROAD ST,1/9/2001,12/1/2009,,General Retailer,9186,1,Retail,-120.669282,35.28548372
All Automatic Trans Rebuild,Auto Mechanic/Detailer/Services,274 BUCHON ST,7/1/1982,7/2/2007,,General Service,15953,1,Service,-120.6672527,35.27255137
All Beta,Home Occupation,1635 MILL ST,7/3/2013,8/30/2018,Online Handmade Jewelry & Bags,General Retailer,4628,1,Retail,-120.6540985,35.28856031
All County Window & Door,Contractor- Specialty,253 GRANADA DR STE C,1/24/2003,8/6/2010,Contractor,Contractor,8441,1,Service,-120.6672013,35.25106587
All Family Law & Divorce (AFLAD),Attorney at Law,948 SANTA ROSA ST,10/26/2007,2/29/2012,Law Offices,Professional Service,6705,1,Service,-120.6603851,35.28325343
All In Business Systems,Home Occupation,978 VALECITO CT,10/8/2020,12/31/2021,Point of Sale dealer,General Retailer,1974,1,Retail,-120.7020608,35.26554669
All In One,Maintenance,3240 BROAD ST 200,10/26/2004,8/19/2009,,General Service,7800,1,Service,-120.6490327,35.2601308
All In One Construction,Contractor- General,1299 SAN LUIS BAY DR,2/26/2009,8/4/2022,General Contracting/Construction,Contractor,6216,1,Service,-120.7137579,35.19431109
"All Natural Now, LLC",Food Store,1255 MONTEREY ST,11/19/2014,5/5/2016,All Natural Goods & Services,General Retailer,4124,1,Retail,-120.6577777,35.2838312
All Occasions Catering,Restaurant,3889 LONG ST 100,6/17/2005,7/27/2006,,General Service,7566,1,Service,-120.6710528,35.24710491
All Out Events,Personal Services,888 RICARDO CT,6/8/2009,5/1/2023,Event Production Business Producing Outdoor Events In California,General Service,6114,1,Service,-120.6420536,35.2571107
