,DBA,Business type,Bus address,"Bus City, State",Start date,Close date,Account #,Owner Name 1,License description,Rate type (STD),type,long,lat,closure_time,censor,zone,parcel
107,"3 La Entrada, LLC",Rental- Residential,382 SAN MIGUEL AVE,"SAN LUIS OBISPO, CA 93405-2123",2019-08-20,,116020,"Fajardo, Carlos",Residential Rental Property,Residential Rental,Rental,-120.647531906202,35.293239866809,2390,0,R-1,052-134-043
108,"3030, Inc",Misc Business Services,6616 AVILA VALLEY DR,"SAN LUIS OBISPO, CA 93405-8093",1996-08-07,,9139,"Segal, Arthur",Commercial Rental Operation,General Service,Service,-120.706735016959,35.192979843034,10803,0,C/OS,076-114-022
109,3140 Lirio Court Rental Property,Rental- Residential,3140 LIRIO CT,"SAN LUIS OBISPO, CA 93401-6917",2016-02-18,,113419,"Riley, Brian",Residential Rental,Residential Rental,Rental,-120.662757688724,35.256454297814,3669,0,R-1,053-183-067
110,325ENIGMA,Home Occupation,416 PATRICIA DR,"SAN LUIS OBISPO, CA 93405-1258",2009-08-04,2011-09-22,107178,"Elder, Bill",Sell A Dvd On The Internet That Was Created,General Retailer,Retail,-120.683547747586,35.297697827621,6058,1,R-1,052-373-019
111,3260 Rockview LLC,Rental- Residential,3260 ROCKVIEW PL,"SAN LUIS OBISPO, CA 93401-6741",2021-01-01,,118321,3260 Rockview LLC,Leasing of apartments,Residential Rental,Rental,-120.650815163445,35.25966537004,1890,0,R-2,004-601-075
112,331 Pacific Street LLC,Rental- Commercial,331 PACIFIC ST,"SAN LUIS OBISPO, CA 93401-3825",1992-05-01,,5305,"Page, William H",,Commercial Rental Property,Rental,-120.667939972196,35.274417305169,12362,0,C-S,002-507-001
113,333 Design Studios,Professional,1352 PARTNER RD #1,"SAN LUIS OBISPO, CA 93405-7842",2021-08-16,2023-06-07,117471,"Torres, Francisco",Residential Design Service/Documenting for Planning & Development,Professional Service,Service,-120.719074317391,35.287408180668,1663,1,C/OS,067-091-018
114,3335 Broad #4 Rental,Rental- Residential,3335 BROAD ST # 4,"SAN LUIS OBISPO, CA 93401-6756",2022-03-15,,118183,"Jones, Blake C",Rental Property,Residential Rental,Rental,-120.648870524594,35.259647798171,1452,0,R-2,004-601-070
115,34 North,Software Development,604 HENDERSON AVE STE 200,"SAN LUIS OBISPO, CA 93401-2646",2010-09-15,2012-10-23,108886,"Osti, Amye",Software Development,General Service,Service,-120.650570004318,35.291325613934,5651,1,C-T,001-074-030
116,"35 Degree Properties, LLC",Rental- Commercial,1304 GARDEN ST,"SAN LUIS OBISPO, CA 93401-3990",2016-10-11,2018-02-28,113956,,Leasing Of Non Residential Buildings,Downtown Association,Downtown Association,-120.662071368772,35.277920494683,3433,1,O,003-526-001
117,35 Stenner B Rental,Rental- Residential,35 STENNER ST # B,"SAN LUIS OBISPO, CA 93405-1872",2019-08-01,,118446,"Miller, Maren",Rental Property,Residential Rental,Rental,-120.663399508894,35.292458870036,2409,0,R-3,052-192-009
118,350 Calle Lupita,Rental- Residential,350 CALLE LUPITA,"SAN LUIS OBISPO, CA 93401-6932",2022-04-18,,118631,"Domingos, Tony",Rental to Students,Residential Rental,Rental,-120.663294124299,35.257380609458,1418,0,R-1,053-183-028
119,360 Behavioral Health,Professional,889 MURRAY AVE,"SAN LUIS OBISPO, CA 93405-1736",2013-01-22,,111288,"MacAllister, Phil",Behavioral Health Services,Professional Service,Service,-120.667301742674,35.290764864017,4791,0,R-1,001-022-054
120,360 Behavioral Health Support Services,Professional,889 MURRAY AVE,"SAN LUIS OBISPO, CA 93405-1736",2013-01-22,,111289,"MacAllister, Phil",Educational Behavioral Services,Professional Service,Service,-120.667301742674,35.290764864017,4791,0,R-1,001-022-054
121,360 Imaging Solutions,Home Occupation,1769 TONINI DR,"SAN LUIS OBISPO, CA 93405-7431",2008-01-09,2020-06-30,106060,"Allen, Michael",General Photographic Services,General Service,Service,-120.691514895216,35.254782000346,6631,1,R-2,053-513-040
122,363 High Street,Rental- Residential,363 HIGH ST,"SAN LUIS OBISPO, CA 93401-5152",2025-10-01,,121833,"Drake, Rachael M",,Residential Rental,Rental,-120.664269043975,35.272125865634,156,0,R-2,003-733-012
123,382 Albert Owner LLC,Rental- Residential,382 ALBERT DR,"SAN LUIS OBISPO, CA 93405-1927",2022-01-01,2023-03-31,118256,382 Albert Owner LLC,Rental house for college students,Residential Rental,Rental,-120.655957440643,35.293307434072,1525,1,R-1,052-324-008
124,"383 Lemonade, LLC",Rental- Residential,383 LEMON ST,"SAN LUIS OBISPO, CA 93405-2423",2022-03-10,,118102,"383 Lemonade, LLC",6 Unit Apartments,Residential Rental,Rental,-120.663329178973,35.28873921894,1457,0,R-2,001-114-011
125,"384 Albert, LLC",Rental- Residential,384 ALBERT DR,"SAN LUIS OBISPO, CA 93405-1927",2021-07-01,,118398,"384 Albert, LLC",Renting house to students at Cal Poly,Residential Rental,Rental,-120.655957687403,35.293287364393,1709,0,R-1,052-324-008
126,390 San Miguel LLC,Rental- Residential,390 SAN MIGUEL AVE,"SAN LUIS OBISPO, CA 93405-2123",2019-08-20,,116027,"Fajardo, Carlos",Residential Rental Property,Residential Rental,Rental,-120.647503226097,35.293118772974,2390,0,R-1,052-134-043
127,392 E Foothill Blvd - Residential Rental,Rental- Residential,392 E FOOTHILL BLVD,"SAN LUIS OBISPO, CA 93405-1516",2016-06-21,,113685,"Fuentez, Travis Or Kathy",Residential Rental Property,Residential Rental,Rental,-120.678211083872,35.294191455763,3545,0,R-1,052-022-025
128,393 Buchon,Rental- Residential,393 BUCHON ST,"SAN LUIS OBISPO, CA 93401-4354",2016-01-04,,113309,"Ball, Gary",Residential Rental,Residential Rental,Rental,-120.665750183966,35.273317604495,3714,0,R-2,003-612-030
129,3977 Carissa LLC,Rental- Residential,3977 CARISSA CT,"SAN LUIS OBISPO, CA 93401-7417",2022-04-11,,118550,"Perkins, Raymond C",Rental Property,Residential Rental,Rental,-120.677180439116,35.246470623292,1425,0,R-1,053-272-029
130,"3B Properties, L L C",Rental- Residential,3 LOCATION PROPERTY RENTALS,"SAN LUIS OBISPO, CA 93401-2760",2010-05-17,,107749,"Bonino, Joan",Residential Rental Property,Residential Rental,Rental,,,5772,0,,
131,3B Supply Group,"Wholesale, Distributors",829 BASIL LANE,"SAN LUIS OBISPO, CA 93401",2018-01-16,2018-08-01,114761,"Brandt, Max",Building And Construction Material Seller,General Wholesaler,Other,-120.646287272144,35.25960387057,2971,1,R-4,053-068-001
132,"3C Engineering, Inc",Contractor- Specialty,1500 PALM ST,"SAN LUIS OBISPO, CA 93401-2998",2010-03-29,,107662,"Haendler, Jason",Mechanical Engineering Consultant Contractor,Contractor,Service,-120.655172836028,35.286843131417,5821,0,O,001-134-022
133,"3I Infotech Financial Software, Inc.","Computers, Sales & Service",555 CHORRO ST STE B,"SAN LUIS OBISPO, CA 93405-2398",1982-07-01,2016-06-30,75615,3I Infotech Holdings Private Limited,Software sales,Professional Service,Service,-120.667019234325,35.284503100371,15954,1,O,002-292-025
134,3J Properties,Rental- Residential,137 STENNER ST,"SAN LUIS OBISPO, CA 93405-1813",2010-09-15,,108913,"Vergara, Julie",Rental-Residential,Residential Rental,Rental,-120.66340969151,35.291839677679,5651,0,R-3,052-194-002
135,3rd Gen Pump & Well,Contractor- General,6445 EDNA RD,"SAN LUIS OBISPO, CA 93401-7997",2023-01-01,,119497,"Fisher, Kenneth",Water well and pump service,General Retailer,Retail,-120.613279753298,35.204142254355,1160,0,C-S,044-042-011
136,4 Seasons Carpet Care,Misc Business Services,5458 EDNA RD,"SAN LUIS OBISPO, CA 93401-7998",2005-12-07,2016-09-19,17417,"Brewer, Patrick",Carpet Care,General Service,Service,-120.62343188581,35.222619527052,7394,1,C-S,044-041-030
137,"4 Will Investments, LLC",Rental- Residential,236 ALBERT DR,"SAN LUIS OBISPO, CA 93405-1925",2014-04-10,,111994,"Will, Anthony",Residential Rental Property,Residential Rental,Rental,-120.657031639233,35.295290907375,4348,0,R-1,052-321-016
138,40 Prado Homeless Services Center,Miscellaneous Business,40 PRADO RD,"SAN LUIS OBISPO, CA 93401-7313",2018-09-20,,115263,"Steinberg, Elizabeth",Homeless Shelter Including Meals & Healthcare,General Service,Service,-120.672692732526,35.256150309618,2724,0,O,053-041-072
139,"4021 Broad St, Inc",Rental- Commercial,4021 BROAD ST,"SAN LUIS OBISPO, CA 93401-7961",2010-09-10,,108585,"Tompkins, Michele",Real Estate Developer,Commercial Rental Property,Rental,-120.642889288436,35.247961205365,5656,0,BP,053-415-012
140,45 Stenner H,Rental- Residential,45 STENNER ST # H,"SAN LUIS OBISPO, CA 93405-1874",2022-04-11,,118568,"Petron, Jeffrey",Residential Rental,Residential Rental,Rental,-120.663399508894,35.292458870036,1425,0,R-3,052-192-009
141,"45DB Acoustics, LLC",Consultant,4525 Wavertree ST,"SAN LUIS OBISPO, CA 93401",2005-02-04,2024-10-14,16318,"Taubitz, Sarah",Consultant,Professional Service,Service,-120.628241832278,35.24727054019,7700,1,R-1,053-093-011
142,"45DB Acoustics, LLC",Consultant,3450 BROAD ST 101,"SAN LUIS OBISPO, CA 93401-7214",2017-06-16,2018-10-12,114362,"Lord, David","Acoustics, Noise And Vibration Consulting",Professional Service,Service,-120.647183198731,35.256847306409,3185,1,M,053-231-015
143,464 Buchon,Homestay,464 BUCHON ST,"SAN LUIS OBISPO, CA 93401-4328",2022-10-28,,119292,"Nemcik, Amy",Homestay,Residential Rental,Rental,-120.664837553326,35.274007922389,1225,0,R-2,003-613-013
144,464 Buchon,Homestay,464 BUCHON ST,"SAN LUIS OBISPO, CA 93401-4328",2022-07-22,,119009,"Nemcik, Amy",Homestay,General Service,Service,-120.664837553326,35.274007922389,1323,0,R-2,003-613-013
145,48 1/2 Apartment Rental,Rental- Residential,48 1/2 BENTON WAY,"SAN LUIS OBISPO, CA 93405-1718",2001-04-19,,71487,"Boatright, Daphne",Rental Residential,Residential Rental,Rental,-120.670614278757,35.29163957486,9087,0,R-1,052-173-005
146,493 Islay Rental,Rental- Residential,493 ISLAY ST,"SAN LUIS OBISPO, CA 93401-4341",2016-09-15,,113884,"Ogden, Nancy",Rental Of Garage Apartment,Residential Rental,Rental,-120.66370353254,35.273353625014,3459,0,R-2,003-622-017
147,496 Kentucky LLC,Rental- Residential,496 KENTUCKY ST,"SAN LUIS OBISPO, CA 93405-1911",2023-05-18,,119781,496 Kentucky LLC,rental house,Residential Rental,Rental,-120.659158372342,35.292111395918,1023,0,R-2,052-211-005
148,496 Pismo Street,Rental- Residential,496 PISMO ST,"SAN LUIS OBISPO, CA 93401-3831",2023-05-24,,119737,"Drake, David",Residential Rental,Residential Rental,Rental,-120.665131255903,35.27503265604,1017,0,R-3,003-513-023
149,"497 N Chorro, LLC",Rental- Residential,497 N CHORRO ST,"SAN LUIS OBISPO, CA 93405-1319",2014-02-05,,111897,"UTD 9/19/2013, Ross Revocable Trust",Residential Rental Property,Residential Rental,Rental,-120.673786678835,35.297655639241,4412,0,"117    R-4
117    R-4
Name: zone, dtype: object",052-033-069
150,4Creeks Build,Contractor- General,605 SANTA ROSA ST,"SAN LUIS OBISPO, CA 93401-2801",2024-08-19,,120854,"Employee Stock Ownership Plan, 4C Holdings",Contractor- General,Contractor,Service,-120.662510776949,35.285456158233,564,0,O,002-313-025
151,"4CREEKS, Inc.",Engineer,605 SANTA ROSA ST STE A,"SAN LUIS OBISPO, CA 93401-2801",2017-01-18,,114122,"Ainley, Matthew",Multi-Disciplinary Civil Engineering Firm,Professional Service,Service,-120.662510776949,35.285456158233,3334,0,O,002-313-025
152,4M Management,Property Management,1329 BROAD ST STE B,"SAN LUIS OBISPO, CA 93401-3909",2009-01-30,,106749,"Maddalena, Marlene",Manage Own Property,Residential Rental,Rental,-120.662970369284,35.277111704267,6244,0,O,003-522-005
153,4th Generation Tree,Home Occupation,470 BUCKLEY RD APT D,"SAN LUIS OBISPO, CA 93401-8131",2022-12-05,,119372,"M. Rose International, LLC",Tree trimming,Contractor,Service,-120.65534708593,35.235868055703,1187,0,C/OS,076-061-002
154,5 Elements Pelvic Health and Women's Physical Ther,Medical Services,4251 S HIGUERA ST # 300,"SAN LUIS OBISPO, CA 93401-7741",2021-04-19,2025-05-03,117394,5 Elements Pelvic Health,Physical Therapist,Professional Service,Service,-120.676363,35.241632,1782,1,C-S,053-264-007
155,"5 Star Medical, Inc.",Medical Services,11545 LOS OSOS VALLEY RD STE B2,"SAN LUIS OBISPO, CA 93405-6486",2015-03-31,,112679,"Bulosan, Donah",Family Practice - Aesthetic Concierge,General Service,Service,-120.691324989631,35.257138378294,3993,0,O,053-102-030
156,5 To 9 Media,Home Occupation,4554 WAVERTREE ST,"SAN LUIS OBISPO, CA 93401-7831",2007-07-19,2009-12-31,105766,"Ogren, Erin",Website For Social Networking For Sobriety,General Service,Service,-120.62832082365,35.246490019977,6805,1,"396    R-1
396    R-1
Name: zone, dtype: object",053-303-063
157,50's Diner,Restaurant,1443 CALLE JOAQUIN,"SAN LUIS OBISPO, CA 93405-7203",2005-05-27,2009-09-24,17052,"Tanorian, David",,General Retailer,Retail,-120.680901837601,35.247623951001,7588,1,C-S,053-151-025
158,505 Higuera Llc,Rental- Commercial,505 HIGUERA-PROPERTY RENTAL,"SAN LUIS OBISPO, CA 93401",2001-02-13,2006-08-04,65309,"Moss, Beverly J Johnson Stephen D",,Commercial Rental Property,Rental,-120.668332153381,35.2763529823,9152,1,C-R,003-516-001
159,510 Serrano Rental Apartment,Rental- Residential,510 SERRANO DR,"SAN LUIS OBISPO, CA 93405-1750",2016-02-29,,113448,"Snetsinger, John",Residential Rental,Residential Rental,Rental,-120.676710254347,35.290429456033,3658,0,R-1,052-543-005
160,511 Stanford Drive Owners,Rental- Residential,511 STANFORD DR,"SAN LUIS OBISPO, CA 93405-1120",2003-09-16,2012-05-01,14339,"Neil, McLean Judy Goldfinger",Residential Rental Property,Residential Rental,Rental,-120.678317157421,35.298779821743,8207,1,R-1,052-494-014
161,528-E Hathway LLC,Rental- Residential,528 HATHWAY AVE E,"SAN LUIS OBISPO, CA 93405-2411",2022-02-07,,117904,"Ginal, Lori",Residential Rental,Residential Rental,Rental,-120.661384143866,35.289848076696,1488,0,R-3,001-040-007
162,541 High St,Rental- Residential,541 HIGH ST,"SAN LUIS OBISPO, CA 93401-5128",2023-03-01,,119711,Higher Hopes LLC,Residential Rental,Residential Rental,Rental,-120.66082195481,35.272125865419,1101,0,R-2,003-741-002
163,"55 Stenner, Apt. I Rental",Rental- Residential,55 STENNER ST APT I,"SAN LUIS OBISPO, CA 93405-1875",2019-06-13,,115820,"Stribling, Robert",Condominium Rental,Residential Rental,Rental,-120.663399508894,35.292458870036,2458,0,R-3,052-192-009
164,551 Hill St Rental,Rental- Residential,551 HILL ST,"SAN LUIS OBISPO, CA 93405-2323",2010-08-30,,108076,"Mead, Daniel & Diana",Rental,Residential Rental,Rental,-120.669155663389,35.28342399499,5667,0,R-1,001-181-027
165,560 Buchon Rental,Rental- Residential,560 BUCHON ST,"SAN LUIS OBISPO, CA 93401-4330",2016-06-16,2018-12-18,113676,"Berman, Hanan",Residential Rental Property,Residential Rental,Rental,-120.663530045185,35.274798395712,3550,1,R-2,003-615-024
166,560 Hathway - D. Law,Rental- Residential,560 HATHWAY AVE,"SAN LUIS OBISPO, CA 93405-2462",2010-08-31,,108104,"Law, Dennis D",15 Unit Apartment Project,Residential Rental,Rental,-120.661371220706,35.290739769084,5666,0,R-3,001-043-008
167,568 Mitchell Dr.,Rental- Residential,568 MITCHELL DR,"SAN LUIS OBISPO, CA 93401-5640",2021-09-22,,117566,"Lyman, Neil M",Residential Rental,Residential Rental,Rental,-120.6550052,35.265251,1626,0,R-1,004-912-033
168,570 Peach Street #17 Rental,Rental- Residential,570 PEACH ST # 17,"SAN LUIS OBISPO, CA 93401-2219",2021-04-24,,117220,"Mitisek, Bryan S",Residential Rental,Residential Rental,Rental,-120.667065,35.281132,1777,0,R-3,002-305-030
169,5A'S Brothers Cleaning And Janitorial Service,Home Occupation,1245 GALLEON WAY,"SAN LUIS OBISPO, CA 93405-4909",2016-03-07,,113462,"Aquino, Ronaldo A",Cleaning And Janitorial Services,General Service,Service,-120.692251127005,35.261385948039,3651,0,R-1,004-331-013
170,60 Broad Street,Rental- Residential,60 BROAD ST,"SAN LUIS OBISPO, CA 93405-1756",2022-01-01,,118260,"Loh, Jewel C",Residential Rental,Residential Rental,Rental,-120.671586642708,35.29191780775,1525,0,R-1,052-172-003
171,603 Luneta LLC,Rental- Residential,603 LUNETA DR,"SAN LUIS OBISPO, CA 93405-1655",2009-09-10,,118279,603 Luneta LLC,Rental Property,Residential Rental,Rental,-120.674987847429,35.291414356211,6021,0,R-1,052-163-035
172,611 Luneta LLC,Rental- Residential,611 LUNETA DR,"SAN LUIS OBISPO, CA 93405-1655",2010-10-18,2012-05-04,109418,"Facchini, Patricia",,Residential Rental,Rental,-120.674910407719,35.291415636201,5618,1,R-1,052-163-035
173,625 Mitchell Drive,Homestay,625 MITCHELL DR,"SAN LUIS OBISPO, CA 93401-5641",2022-07-01,,118931,"Jones, Brett",Airbnb Homestay,General Service,Service,-120.65403476582,35.264961865691,1344,0,R-1,004-943-004
174,"631 Johnson St, LLC",Rental- Residential,631 JOHNSON AVE,"SAN LUIS OBISPO, CA 93401-2407",2025-06-12,,121430,"631 Johnson St, LLC",7-Unit Rental Property,General Retailer,Retail,-120.659358236421,35.288606233865,267,0,R-3,001-123-029
175,65 Stenner B Rental,Rental- Residential,65 STENNER ST UNIT B,"SAN LUIS OBISPO, CA 93405-1877",2015-08-01,,118301,"Heitzman, Miki",Residential Rental,Residential Rental,Rental,-120.663399508894,35.292458870036,3870,0,R-3,052-192-009
176,657 Cerro,Homestay,657 CERRO ROMAULDO AVE,"SAN LUIS OBISPO, CA 93405-1130",2021-11-15,,117674,Leva Family Trust,Homestay Short Term Rental,General Service,Service,-120.674414148523,35.295372864014,1572,0,R-1,052-032-027
177,660 Peach Street Apartments,Rental- Residential,660 PEACH ST (24 UNITS),"SAN LUIS OBISPO, CA 93401-2204",2000-12-28,2015-06-30,70339,"Harootunian, Gloria",,Residential Rental,Rental,-120.667473997507,35.282009200077,9199,1,R-3,002-291-005
178,667 & 671 Howard St.,Property Management,667 AND 671 HOWARD,"SAN LUIS OBISPO, CA 93401",2024-01-01,,120378,"Roberson, Megan",3B/2B Rental @ 667 and 1B/1B Rental @ 671,Residential Rental,Rental,-120.660473166344,35.288033937169,795,0,R-2,001-122-015
179,681 Grand Ave Apartment,Rental- Residential,681 GRAND AVE,"SAN LUIS OBISPO, CA 93401-2670",1982-07-01,,41518,"Hoffman, Naomi",,Residential Rental,Rental,-120.653247508822,35.29045886317,15954,0,R-3,001-066-017
180,"685 Higuera Street, LLC",Rental- Commercial,685 HIGUERA ST,"SAN LUIS OBISPO, CA 93401-3510",2015-02-11,,112565,"Sasson, Laurie R",Commercial Rental Property,Downtown Association,Downtown Association,-120.664658003309,35.278720054724,4041,0,C-D,002-422-008
181,7-ELEVEN #2133-27835D,Food Store,692 MARSH ST,"SAN LUIS OBISPO, CA 93401-3931",1987-10-05,,65,Kanwar Enterprises,Convenience Store,Downtown Association,Downtown Association,-120.663949750205,35.278085062941,14032,0,C-D,002-422-024
182,7-Eleven #25115B,Food Store,552 CALIFORNIA BLVD STE A,"SAN LUIS OBISPO, CA 93405-1905",1984-07-01,,81305,"Virk, Surinder Singh",,General Retailer,Retail,-120.660330378781,35.291054537312,15223,0,C-N,001-042-027
183,7-ELEVEN Store #21006E,Food Store,1301 MONTEREY ST,"SAN LUIS OBISPO, CA 93401-3105",1982-07-01,,81309,"Ayyaz, Muhammad",Convenience Store,General Retailer,Retail,-120.657123942547,35.284271960476,15954,0,C-R,002-333-017
184,704 Torrance Blvd LLC,Rental- Residential,18 HATHWAY AVE,"SAN LUIS OBISPO, CA 93405-1418",2019-09-01,,118364,704 Torrance Blvd LLC,Rental Property,Residential Rental,Rental,-120.659532171992,35.296882010269,2378,0,R-1,052-093-013
185,713 Meinecke,Rental- Residential,713 MEINECKE AVE,"SAN LUIS OBISPO, CA 93405-1730",2023-03-08,2024-12-13,119568,"Hicks, Stephen",Residentiial Rental,Residential Rental,Rental,-120.671482284526,35.292330864126,1094,1,R-1,052-172-001
186,730 Boysen LLC,Rental- Residential,730 BOYSEN AVE,"SAN LUIS OBISPO, CA 93405-9022",1982-07-01,2016-06-28,79816,"Missler, Zach",Residential Rental Property,Residential Rental,Rental,-120.672332970872,35.29665354261,15954,1,R-4,052-331-019
187,750 Leff St,Rental- Residential,750 LEFF ST,"SAN LUIS OBISPO, CA 93401-4468",2018-10-02,2021-07-01,115289,"Yelda, Christine",Residential Rental,Residential Rental,Rental,-120.659485461097,35.274850215694,2712,1,R-2,003-633-009
188,786 Boutique,"Accounting,Auditing/CPA/Tax Service",716 HIGUERA ST,"SAN LUIS OBISPO, CA 93401-3513",2012-06-21,2013-03-05,110915,"Lisenby, Kristin","Retail Clothing Store, Accessories And Gifts",Downtown Association,Downtown Association,-120.664248987055,35.279110363003,5006,1,C-D,002-423-013
189,805 BOTANICALS LLC,Home Occupation,660 PEACH ST APT 203,"SAN LUIS OBISPO, CA 93401-2230",2024-02-20,,120326,805 BOTANICALS LLC,,General Retailer,Retail,-120.667473997507,35.282009200077,745,0,R-3,002-291-005
